@relation velocity_m

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug numeric

@data
2,1,1,2,3.006,1,2,0,2,2,7,0,0,0,1,0,0,2.5,1,0.5,0
2,1,0,6,16.032,1,0,6,2,0,67,1,2,0,0.5,0,0,31.5,1,0.5,0
4,2,0,10,20.04,6,4,8,4,2,161,0,0,0.931034,0.416667,1,1,39.25,1,0.5,1
5,2,0,10,22.044,10,4,8,5,2,153,0,0,0.9,0.4,1,1,29.6,1,0.6,1
4,1,0,1,22.044,6,0,1,2,2,102,0,0,0,0.875,0,0,24.5,3,1.75,1
1,1,0,3,1.002,0,3,0,0,2,196,0,0,0,0,0,0,156,0,0,0
4,2,0,5,9.018,6,1,5,4,2,25,0,0,0.931034,0.392857,0,0,5.25,1,0.5,1
5,2,0,8,11.022,10,4,6,5,2,31,0,0,0.9,0.4,1,2,5.2,1,0.6,1
4,2,0,10,20.04,6,4,8,4,2,161,0,0,0.931034,0.416667,1,1,39.25,1,0.5,1
2,1,0,10,2.004,1,10,1,2,2,2,0,0,0,0.75,0,0,0,1,1,1
3,3,0,8,18.036,3,1,8,3,2,50,0,0,0.960784,0.666667,2,2,15.666667,1,0.6667,0
20,2,0,1,30.06,52,1,0,14,0.673684,378,0.7,0,0.448276,0.324561,1,2,17.4,4,1,1
2,1,0,5,14.028,1,1,4,2,2,55,0,0,0,0.5,0,0,26.5,1,0.5,1
3,2,0,5,6.012,3,4,3,3,2,17,0,0,0.964286,0.533333,0,0,4.666667,1,0.3333,1
1,1,0,4,1.002,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1
37,2,0,39,46.092,660,1,38,35,0.013889,304,1,0,0.506849,0.078159,0,0,7.162162,4,1.0811,1
4,2,0,10,20.04,6,4,8,4,2,131,0,0,0.931034,0.416667,1,1,31.75,1,0.5,1
25,1,0,6,76.152,194,2,4,17,0.878788,508,0.727273,3,0,0.261905,0,0,18.88,5,1.16,1
5,2,0,5,10.02,10,1,4,5,2,32,0,0,0.833333,0.666667,0,0,5.4,1,0.8,1
4,1,0,2,5.01,0,2,0,4,0.333333,97,1,0,0,0.5,0,0,22.5,3,1.5,1
3,1,0,3,11.022,3,1,2,2,2,41,0,0,0,0.666667,0,0,12.666667,2,1,1
3,2,0,5,6.012,3,4,3,3,2,17,0,0,0.964286,0.533333,0,0,4.666667,1,0.3333,1
53,3,0,6,139.278,1188,5,3,50,0.834135,1625,1,1,0.395062,0.102273,0,0,29.509434,7,2.5094,0
1,3,0,3,9.018,0,2,1,1,2,27,0,0,1,1,0,0,26,0,0,1
7,2,0,12,24.048,0,4,10,7,0.611111,136,1,1,0.84375,0.303571,0,0,18,1,0.7143,1
2,1,0,28,41.082,1,0,28,2,2,332,0,0,0,0.5,0,0,165,1,0.5,0
13,2,1,14,17.034,66,10,4,13,0.75,95,1,1,0.47619,0.461538,0,0,6.230769,4,1.3846,1
6,3,0,2,19.038,15,2,0,4,1.12,184,0,0,0.8125,0.5,1,1,28.833333,14,2.8333,0
37,1,0,17,92.184,0,3,14,34,0.5,438,1,1,0,0.177778,1,1,10.783784,13,1.1622,1
5,2,0,10,22.044,10,4,8,5,2,153,0,0,0.9,0.4,1,1,29.6,1,0.6,1
30,1,0,10,60.12,435,0,10,30,2,133,0,0,0,0.133333,0,0,3.433333,1,0.9667,1
3,1,0,20,4.008,3,20,0,3,1.4375,23,0,2,0,0.5,0,0,4,2,1,0
0,1,0,6,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1
12,1,0,2,25.05,0,1,1,0,0.436364,218,1,0,0,0.395833,0,0,16.75,3,1.3333,0
24,1,0,2,36.072,0,1,1,21,0.504348,991,0.666667,0,0,0.3125,0,0,39.666667,7,1.5,1
3,2,0,5,19.038,1,1,5,1,0.5,82,1,0,0.9,0.5,0,0,26,2,1,0
3,2,0,3,6.012,3,0,3,3,2,17,0,0,0.964286,0.533333,0,0,4.666667,1,0.3333,1
6,1,0,5,19.038,0,1,4,6,0.5,61,1,1,0,0.458333,0,0,8.833333,1,0.8333,1
3,4,0,10,26.052,3,0,10,3,2,155,0,0,0.964286,0.666667,2,4,50.666667,2,1,0
28,1,0,67,28.056,378,60,11,28,2,28,0,0,0,0.238095,0,0,0,1,1,1
8,1,5,20,9.018,16,14,7,8,0.761905,40,1,1,0,0.3125,0,0,3.625,1,0.875,1
3,1,0,3,4.008,3,1,2,3,2,8,0,0,0,0.5,0,0,1.666667,1,0.6667,1
5,2,0,4,10.02,8,0,4,5,0.75,31,0,0,0.636364,0.44,0,0,5,1,0.8,1
13,4,0,24,76.152,38,0,24,10,0.833333,683,1,1,0.866667,0.5,2,2,50.461538,5,1.4615,1
4,1,0,6,10.02,6,1,5,4,2,34,0,0,0,0.5,0,0,7.5,1,0.75,1
5,2,0,8,12.024,8,4,6,5,0.75,38,1,0,0.9,0.4,0,0,6.4,1,0.6,1
24,1,0,44,24.048,276,38,6,24,2,24,0,0,0,0.244048,0,0,0,1,1,1
5,1,0,6,6.012,4,6,0,4,0.75,32,1,0,0,0.466667,0,0,4.8,1,0.6,1
5,4,0,8,21.042,10,0,8,3,1,110,0,0,0.947368,0.5,3,3,20.6,5,1.4,0
4,4,0,7,18.036,6,0,7,3,1,308,0,0,0.947368,0.5,0,0,75.5,2,1,0
14,2,0,21,61.122,29,7,16,13,0.789744,782,1,1,0.692308,0.253968,1,2,53.785714,18,2.2143,1
5,2,0,8,10.02,10,4,6,5,2,39,0,0,0.9,0.4,1,2,6.8,1,0.6,1
1,1,0,4,1.002,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1
3,2,0,6,13.026,0,1,5,3,0,86,1,0,0.6,0.47619,1,2,27.333333,1,0.6667,1
0,1,0,6,0,0,6,0,0,2,7,0,0,0,0,0,0,0,0,0,0
5,2,0,8,11.022,10,4,6,5,2,52,0,0,0.9,0.4,1,1,9.4,1,0.6,1
5,3,0,6,18.036,4,0,6,5,0.375,105,1,1,0.924528,0.35,3,3,19.6,3,1.4,0
6,3,17,22,26.052,13,17,5,1,0.6,111,1,0,0.907407,0.75,0,0,17.333333,3,1.3333,0
10,1,0,12,50.1,0,0,12,4,0.361111,353,1,1,0,0.325,0,0,33.9,2,1.1,1
4,2,0,8,22.044,6,1,8,4,2,156,0,0,0.931034,0.416667,1,1,38,1,0.5,1
8,1,0,12,66.132,0,0,12,5,0.728571,593,0.8,2,0,0.45,0,0,71.875,8,2.125,1
5,3,1,11,18.036,0,10,1,4,0.55,387,0.4,1,0.866667,0.4,1,1,75.4,14,4.8,0
3,4,0,3,8.016,3,0,3,3,1.5,33,1,0,0.964286,0.666667,2,3,9,2,1,0
2,1,0,4,5.01,1,1,3,2,2,20,0,0,0,0.5,0,0,9,4,2,1
5,2,0,10,22.044,10,4,8,5,2,140,0,0,0.9,0.4,2,2,27,1,0.6,1
3,4,0,8,22.044,3,0,8,3,2,207,0,0,0.964286,0.666667,2,4,68,4,1.6667,0
37,1,0,29,72.144,0,15,14,35,0.027778,192,1,1,0,0.114198,0,0,4.162162,1,0.9459,1
1,1,0,6,2.004,0,6,0,1,2,6,0,0,0,1,0,0,3,0,0,1
6,2,0,9,14.028,11,3,8,5,0.8,70,1,0,0.9,0.4,0,0,10.333333,1,0.5,1
3,1,0,4,3.006,3,4,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,1
5,1,0,12,5.01,10,8,4,5,2,5,0,0,0,0.68,0,0,0,1,1,1
4,4,0,3,8.016,6,0,3,3,1.333333,62,1,0,0.947368,0.75,2,4,14,5,1.75,0
6,2,0,6,9.018,13,4,4,5,0.8,28,1,0,0.9,0.4,0,0,3.5,1,0.5,1
6,3,0,10,26.052,7,0,10,5,0.6,159,1,1,0.924528,0.35,3,3,25,3,1.1667,0
12,1,0,3,12.024,66,3,0,12,2,12,0,0,0,0.583333,0,0,0,1,1,0
6,1,0,2,16.032,3,0,2,5,0.866667,90,0.333333,0,0,0.466667,0,0,13.5,2,1.3333,1
9,1,1,7,17.034,34,1,6,4,0.6875,93,1,2,0,0.351852,0,0,9.111111,1,0.8889,1
5,2,0,10,12.024,10,4,8,5,2,62,0,0,0.903226,0.4,1,2,11.4,1,0.6,0
7,3,0,11,31.062,9,0,11,5,0.5,285,1,0,0.571429,0.428571,0,0,39.428571,1,0.8571,1
7,1,0,8,20.04,11,0,8,6,0.5,91,0.333333,0,0,0.5,0,0,11.571429,2,1.1429,1
5,2,0,8,12.024,0,4,6,5,0.25,54,1,0,0.903226,0.433333,0,0,9.6,1,0.6,1
17,1,2,26,20.04,96,23,4,17,0.902778,120,1,2,0,0.235294,0,0,5.529412,3,1.0588,1
12,3,0,8,30.06,64,1,7,11,1,93,1,0,0.920455,0.606061,1,2,6.583333,1,0.5833,0
5,1,0,3,19.038,2,0,3,3,0.666667,157,1,1,0,0.333333,0,0,29.8,3,1,1
3,2,0,2,6.012,3,0,2,1,2,12,0,0,0.714286,0.666667,1,2,3,1,0.6667,1
6,2,0,8,20.04,15,0,8,5,1,88,0,0,0.6875,0.416667,1,1,13.5,2,1,0
0,1,0,5,0,0,5,0,0,2,53,0,0,0,0,0,0,0,0,0,1
3,1,0,1,10.02,1,1,0,2,0.5,84,0,0,0,0.5,0,0,26.666667,10,3.3333,0
13,1,0,14,51.102,16,1,13,6,0.675926,615,1,3,0,0.369231,0,0,45.615385,12,3.0769,1
4,2,0,11,22.044,6,4,9,4,2,155,0,0,0.933333,0.416667,1,1,37.75,1,0.5,1
10,2,0,13,39.078,43,2,11,7,0.777778,276,1,0,0.466667,0.246914,0,0,26.5,5,1.5,1
3,2,0,2,14.028,0,1,1,3,0,42,1,0,0.666667,0.555556,0,0,12.666667,1,0.6667,1
1,1,0,5,1.002,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,1
4,3,0,4,21.042,4,1,3,3,0.555556,206,0.333333,0,0.769231,0.458333,1,1,49,21,5.75,1
6,2,0,6,9.018,13,4,4,5,0.8,28,1,0,0.903226,0.4,0,0,3.5,1,0.5,0
5,1,0,4,5.01,10,3,1,5,2,5,0,0,0,0.9,0,0,0,1,1,1
4,2,0,11,21.042,6,4,9,4,2,170,0,0,0.933333,0.416667,1,1,41.5,1,0.5,1
5,2,0,11,21.042,10,4,9,5,2,154,0,0,0.903226,0.4,1,1,29.8,1,0.6,1
3,2,0,2,6.012,3,0,2,1,2,12,0,0,0.714286,0.666667,1,2,3,1,0.6667,1
6,1,0,8,30.06,0,0,8,4,0.333333,168,1,1,0,0.416667,0,0,26.5,2,1.3333,0
30,1,43,68,49.098,359,59,12,30,0.902821,382,0.909091,7,0,0.176667,1,1,11.366667,4,1.3333,1
6,1,0,7,20.04,9,7,0,4,0.7,185,0.25,0,0,0.4,0,0,29.166667,6,2,1
5,2,0,9,11.022,10,5,6,5,2,31,0,0,0.903226,0.4,1,2,5.2,1,0.6,0
5,2,0,11,21.042,10,4,9,5,2,153,0,0,0.903226,0.4,1,1,29.6,1,0.6,1
2,1,0,5,2.004,1,5,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
11,2,0,8,43.086,27,0,8,6,0.728571,523,1,0,0.52381,0.285714,0,0,45.909091,5,1.9091,1
19,2,0,1,29.058,61,1,0,14,0.709877,342,0.666667,0,0.464286,0.305556,1,2,16.526316,2,0.8421,0
2,1,0,6,14.028,1,1,5,2,2,49,0,0,0,0.5,0,0,23.5,1,0.5,1
3,2,0,5,6.012,3,4,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1,0.3333,0
8,2,0,8,54.108,4,0,8,5,0.571429,413,1,0,0.611111,0.375,1,1,50.25,9,2.875,1
5,1,0,4,5.01,10,2,2,5,2,5,0,0,0,0.5,0,0,0,1,1,0
3,2,0,2,6.012,3,0,2,1,2,12,0,0,0.714286,0.666667,1,2,3,1,0.6667,1
8,2,0,17,42.084,0,5,14,8,0.52381,219,1,1,0.823529,0.28125,1,1,26,1,0.75,1
12,1,0,21,35.07,66,6,15,9,2,316,0,0,0,0.295455,0,0,25.333333,3,1.6667,1
13,2,1,5,17.034,66,1,4,13,0.75,95,1,1,0.521739,0.461538,0,0,6.230769,4,1.3846,1
6,3,0,2,19.038,15,2,0,4,1.12,184,0,0,0.8125,0.5,1,1,28.833333,14,2.8333,0
4,2,0,3,17.034,0,1,2,2,0.555556,109,0.333333,0,0.571429,0.45,0,0,25.5,6,2,1
37,1,0,16,92.184,0,3,13,34,0.5,438,1,1,0,0.177778,1,1,10.783784,12,1.1351,0
9,1,1,12,50.1,0,1,11,6,0.645833,316,0.666667,1,0,0.377778,0,0,33.444444,3,1.6667,1
1,1,0,11,1.002,0,11,0,1,2,1,0,0,0,1,0,0,0,1,1,1
5,2,0,11,21.042,10,4,9,5,2,153,0,0,0.903226,0.4,1,1,29.6,1,0.6,1
5,2,0,11,26.052,10,4,9,5,2,210,0,0,0.903226,0.4,2,2,41,1,0.6,1
152,1,0,66,245.49,7900,48,60,50,0.761589,8177,0.785714,10,0,0.145695,0,0,52.611842,12,2.6118,1
11,1,0,3,19.038,31,1,2,9,0.8,161,0.5,0,0,0.4,0,0,13.272727,5,1.8182,1
28,1,0,18,68.136,0,3,15,28,0,431,1,1,0,0.25,0,0,14.357143,2,0.9286,1
5,1,0,12,5.01,10,8,4,5,2,5,0,0,0,0.68,0,0,0,1,1,0
4,1,0,8,14.028,6,8,0,3,2,66,0,0,0,0.416667,0,0,15.5,5,1.75,1
2,2,0,2,5.01,1,1,1,1,2,11,0,0,0.941176,0.833333,1,2,4.5,1,0.5,0
3,1,0,4,3.006,3,4,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,0
3,2,0,4,8.016,3,1,3,3,2,23,0,0,0.984615,0.5,1,1,6.666667,1,0.3333,0
7,2,0,16,35.07,9,4,14,5,0.566667,229,0.8,3,0.848485,0.326531,1,1,31,1,0.7143,1
3,2,0,2,6.012,3,0,2,1,2,12,0,0,0.714286,0.666667,1,2,3,1,0.6667,1
5,2,0,9,19.038,10,4,7,5,2,84,0,0,0.903226,0.4,1,1,15.8,1,0.6,0
12,1,0,2,25.05,0,1,1,0,0.436364,218,1,0,0,0.395833,0,0,16.75,3,1.3333,1
41,1,0,49,41.082,820,49,41,41,2,41,0,0,0,0.069767,0,0,0,1,1,0
5,1,0,30,5.01,10,30,0,5,2,5,0,0,0,0.666667,0,0,0,1,1,0
3,2,0,3,6.012,3,0,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1,0.3333,0
4,4,4,10,7.014,0,9,1,4,0.666667,35,1,0,0.928571,0.666667,0,0,7.25,1,0.25,1
6,1,0,6,25.05,0,1,5,6,0.4,83,1,1,0,0.458333,0,0,12.5,2,1,1
8,2,0,10,33.066,26,0,10,6,1.057143,158,0,0,0.647059,0.357143,1,1,18.125,3,1.125,1
5,5,0,23,7.014,0,20,3,5,0.6875,45,1,0,0.823529,0.5,0,0,7.2,1,0.6,1
4,2,0,11,20.04,6,4,9,4,2,138,0,0,0.933333,0.416667,1,1,33.5,1,0.5,1
4,2,1,16,16.032,4,11,5,4,1.333333,83,0,0,0.8,0.375,0,0,19.5,1,0.5,1
25,1,0,7,78.156,194,2,5,17,0.878788,530,0.727273,3,0,0.261905,0,0,19.76,3,1.04,0
4,1,0,1,16.032,0,1,0,4,0.444444,77,1,0,0,0.625,0,0,17.5,2,1.25,0
5,2,0,5,10.02,10,1,4,5,2,32,0,0,0.862069,0.666667,0,0,5.4,1,0.8,0
10,1,0,5,10.02,45,3,2,10,2,10,0,0,0,0.266667,0,0,0,1,1,1
18,1,0,3,36.072,133,2,3,18,0.764706,298,0,1,0,0.333333,0,0,15.5,4,1.3889,0
15,4,0,22,89.178,51,1,22,11,0.826531,776,0.857143,1,0.847826,0.373333,2,2,49.8,5,1.4667,0
5,2,0,14,30.06,0,4,12,5,0.4,244,1,1,0.903226,0.433333,1,1,46.8,4,1.2,1
0,1,0,61,0,0,58,4,0,2,0,0,0,0,0,0,0,0,0,0,0
3,2,0,5,6.012,3,4,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1,0.3333,0
5,2,0,9,13.026,8,4,7,5,0.75,41,1,0,0.903226,0.4,0,0,7,1,0.6,0
6,1,0,5,25.05,0,1,4,6,0.4,136,1,1,0,0.458333,0,0,21,5,1.8333,1
24,1,0,44,24.048,276,37,7,24,2,24,0,0,0,0.244048,0,0,0,1,1,1
3,1,0,6,3.006,3,2,4,3,1.5,5,0,0,0,0.583333,0,0,0,1,1,0
6,1,0,2,13.026,0,0,2,6,0.4,51,1,0,0,0.833333,0,0,7.166667,1,0.8333,1
4,2,0,8,12.024,6,4,6,4,2,67,0,0,0.933333,0.416667,1,1,15.75,1,0.5,1
5,2,0,8,10.02,10,4,6,5,2,39,0,0,0.903226,0.4,1,2,6.8,1,0.6,0
3,1,0,9,3.006,3,6,3,3,2,3,0,0,0,0.933333,0,0,0,1,1,1
3,1,0,4,8.016,1,3,1,0,0.5,45,1,0,0,0.5,0,0,13.666667,2,0.6667,0
5,2,1,8,23.046,4,2,6,3,0.25,118,1,1,0.571429,0.457143,0,0,22.4,2,0.8,1
3,3,0,6,21.042,3,1,5,2,2,102,0,0,0.875,0.722222,2,2,33,3,1,1
5,1,0,4,5.01,10,2,2,5,2,5,0,0,0,0.6,0,0,0,1,1,1
2,2,0,4,8.016,0,1,3,2,0,33,1,0,0.977273,0.625,0,0,15,2,1,1
2,2,0,2,4.008,1,0,2,2,2,10,0,0,0.888889,0.666667,0,0,4,1,0.5,0
16,1,0,11,52.104,112,11,0,12,0.826667,854,0.533333,0,0,0.226667,0,0,51.4375,18,4.5625,1
43,2,0,44,52.104,897,0,44,41,0.011905,340,1,0,0.505882,0.067604,0,0,6.860465,4,1.0698,1
1,1,0,8,1.002,0,7,1,1,2,1,0,0,0,1,0,0,0,1,1,1
4,2,0,9,22.044,6,4,7,4,2,157,0,0,0.933333,0.416667,1,1,38.25,1,0.5,1
11,1,0,13,40.08,0,2,11,10,0.663636,580,1,3,0,0.246753,0,0,50.727273,3,1.1818,1
3,1,0,9,3.006,3,8,1,3,2,3,0,0,0,0.666667,0,0,0,1,1,1
4,1,0,4,4.008,6,4,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
5,1,3,6,6.012,0,5,1,4,0.625,30,1,1,0,0.466667,0,0,4.6,2,1,1
20,2,0,8,27.054,118,5,3,17,0.473684,129,1,1,0.5,0.316667,1,3,5.4,1,0.95,1
5,2,0,11,26.052,10,4,9,5,2,204,0,0,0.903226,0.4,2,2,39.8,1,0.6,1
10,1,0,3,40.08,39,0,3,4,0.962963,470,1,0,0,0.388889,0,0,45.7,8,2.3,0
4,1,0,5,17.034,0,0,5,4,0.333333,90,0,2,0,0.5,0,0,20.75,3,1.5,1
3,1,0,5,12.024,0,0,5,3,0.875,61,0.75,1,0,0.555556,0,0,18,4,1.6667,1
1,1,0,2,1.002,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,1
5,2,0,6,11.022,8,4,4,5,0.875,37,0.5,0,0.903226,0.4,0,0,6,1,0.6,0
3,1,0,4,3.006,3,4,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,0
3,2,0,3,6.012,3,0,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1,0.3333,0
15,2,0,19,50.1,39,3,16,12,0.811688,487,1,1,0.333333,0.237037,0,0,30.733333,3,1.2667,1
3,2,0,5,6.012,3,4,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1,0.3333,0
15,1,0,18,27.054,29,10,10,15,0.690476,365,0.833333,0,0,0.177778,0,0,22.933333,7,1.8,1
8,5,0,48,15.03,6,45,3,8,0.809524,94,1,0,0.666667,0.375,1,1,10,2,1,1
1,1,0,4,1.002,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1
21,1,2,74,28.056,208,72,2,17,0,145,1,1,0,0.409524,0,0,5.857143,2,0.9524,1
5,1,0,8,31.062,2,5,4,3,1.083333,161,0.333333,2,0,0.36,0,0,28.8,9,2.4,1
4,2,0,9,8.016,6,4,7,4,2,23,0,0,0.933333,0.392857,0,0,4.75,1,0.5,1
24,1,0,12,74.148,274,12,0,23,0.956522,731,1,0,0,0.168478,0,0,29.416667,8,2.5833,1
4,2,0,10,10.02,6,4,8,4,2,37,0,0,0.933333,0.392857,1,1,8.25,1,0.5,0
5,2,0,10,11.022,10,4,8,5,2,32,0,0,0.903226,0.371429,1,2,5.4,1,0.6,0
4,1,0,5,17.034,6,2,3,4,2,220,0,0,0,0.3125,0,0,54,14,4,1
4,3,0,11,30.06,6,0,11,4,2,272,0,0,0.727273,0.4375,1,1,67,1,0.75,1
4,1,0,13,4.008,6,12,1,4,1.333333,14,0,0,0,0.55,0,0,0,1,1,1
3,1,0,9,32.064,3,1,8,2,2,241,0,0,0,0.444444,0,0,79.333333,1,0.6667,1
1,1,0,2,1.002,0,2,0,0,2,352,0,0,0,0,0,0,276,0,0,1
7,1,0,1,26.052,1,0,1,6,0,177,1,0,0,0.464286,0,0,24,4,1,1
2,2,0,2,4.008,1,0,2,2,2,10,0,0,0.888889,0.666667,0,0,4,1,0.5,0
2,1,0,8,2.004,1,7,1,2,2,7,0,0,0,0.625,0,0,0,1,1,0
49,1,0,33,132.264,674,3,30,38,0.794508,1402,0.590909,7,0,0.181633,0,0,27.163265,6,1.4286,1
8,2,0,9,39.078,8,0,9,5,0.5,274,1,0,0.611111,0.375,0,0,33,7,2.25,1
4,1,0,0,12.024,6,0,0,4,2,50,0,0,0,0.5,0,0,11.5,2,1,0
23,1,0,9,52.104,0,1,8,22,0.672727,245,0.2,2,0,0.186957,0,0,9.434783,4,1.1739,1
4,1,0,1,25.05,6,0,1,2,2,145,0,0,0,0.875,0,0,35.25,2,1,0
1,1,0,3,1.002,0,3,0,0,2,211,0,0,0,0,0,0,168,0,0,1
4,2,0,7,10.02,6,4,5,4,2,28,0,0,0.933333,0.392857,0,0,6,1,0.5,0
90,1,0,5,123.246,575,1,4,10,0.804222,12396,0.272727,1,0,0.338951,0,0,136.366667,201,12.8222,1
5,1,0,6,9.018,0,2,4,4,0.25,37,1,1,0,0.433333,0,0,6.2,1,0.8,1
4,2,0,11,21.042,6,4,9,4,2,168,0,0,0.933333,0.416667,1,1,41,1,0.5,1
6,2,0,20,37.074,0,5,17,6,0.533333,316,1,1,0.875,0.416667,1,2,51.166667,1,0.6667,1
10,3,0,8,20.04,3,6,2,10,0.555556,86,1,0,0.793103,0.38,1,4,7.4,1,0.6,0
4,2,0,26,25.05,0,13,14,4,0.333333,209,1,1,0.842105,0.5,1,1,51,1,0.75,1
9,5,0,30,19.038,0,25,5,9,0.625,204,1,0,0.777778,0.355556,0,0,21.111111,1,0.4444,1
4,2,0,5,21.042,0,1,4,2,0.333333,118,1,1,0.571429,0.541667,0,0,28.25,2,1,1
1,1,0,5,1.002,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,1
4,2,0,9,16.032,2,0,9,4,0.666667,66,0,1,0.7,0.4375,1,1,15.25,1,0.75,1
10,1,1,12,46.092,0,1,11,7,0.814815,357,0.5,1,0,0.422222,0,0,34.1,2,1.1,1
22,3,0,12,84.168,177,0,12,20,0.928571,565,1,0,0.637931,0.309091,1,1,24.136364,5,1.1364,0
3,2,0,4,7.014,3,0,4,3,2,18,0,0,0.714286,0.5,0,0,5,1,0.6667,0
2,1,0,4,2.004,1,2,2,2,2,2,0,0,0,0.666667,0,0,0,1,1,0
5,2,0,11,21.042,10,4,9,5,2,154,0,0,0.903226,0.4,1,1,29.8,1,0.6,1
2,1,0,1,10.02,1,0,1,2,2,42,0,0,0,0.75,0,0,20,4,2,1
6,1,1,5,17.034,3,3,2,5,0.4,141,1,0,0,0.388889,0,0,22.333333,4,1.3333,1
5,2,0,16,32.064,8,0,16,5,0.75,226,1,1,0.636364,0.44,0,0,43.2,1,0.8,1
3,1,0,5,3.006,3,5,0,3,2,3,0,0,0,1,0,0,0,1,1,1
5,2,0,8,13.026,0,4,6,5,0.25,62,1,0,0.903226,0.433333,0,0,11.2,1,0.6,1
30,1,0,10,60.12,435,0,10,30,2,133,0,0,0,0.133333,0,0,3.433333,1,0.9667,1
11,1,0,2,37.074,49,1,1,4,0.933333,680,0.25,0,0,0.233766,0,0,59.727273,60,9.7273,1
8,1,1,25,37.074,2,1,24,8,0.428571,264,1,2,0,0.392857,0,0,31.75,1,0.875,1
2,2,2,6,6.012,1,2,4,1,2,19,0,0,0.875,0.75,0,0,8.5,2,1,0
18,2,0,4,36.072,0,1,3,13,0.791444,375,0.545455,5,0.375,0.226891,1,2,19.222222,1,0.8333,1
4,2,0,6,7.014,6,4,4,4,2,20,0,0,0.933333,0.416667,0,0,4,1,0.5,0
6,2,0,6,9.018,13,4,4,5,0.8,28,1,0,0.903226,0.4,0,0,3.5,1,0.5,0
3,1,0,4,3.006,3,3,1,3,2,3,0,0,0,0.777778,0,0,0,1,1,1
12,1,0,3,12.024,66,3,0,12,2,12,0,0,0,0.583333,0,0,0,1,1,0
3,1,0,24,4.008,3,24,0,3,1.4375,23,0,2,0,0.5,0,0,4,2,1,0
0,1,0,16,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,1,0,4,3.006,3,2,2,3,2,3,0,0,0,0.555556,0,0,0,1,1,1
24,1,0,2,36.072,0,1,1,21,0.504348,991,0.666667,0,0,0.3125,0,0,39.666667,7,1.5,1
9,4,0,4,19.038,8,1,3,8,0.75,280,1,0,0.75,0.333333,1,2,29.888889,10,2.1111,1
4,1,0,8,4.008,6,8,0,4,2,4,0,0,0,1,0,0,0,1,1,0
5,2,0,16,33.066,0,4,14,5,0.5,249,1,1,0.903226,0.466667,0,0,48.4,1,0.6,1
6,1,0,4,33.066,0,1,3,6,0.4,195,1,1,0,0.5,0,0,30.833333,2,1.1667,1
4,2,0,8,12.024,6,4,6,4,2,42,0,0,0.933333,0.416667,1,1,9.5,1,0.5,1
14,1,0,5,26.052,43,2,4,7,0.703297,300,1,1,0,0.346154,0,0,19.928571,5,2.2143,1
1,1,0,6,1.002,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,1
33,1,0,64,33.066,528,56,14,33,2,33,0,0,0,0.222222,0,0,0,1,1,1
2,2,0,10,14.028,1,6,5,2,2,81,0,0,0.941176,1,1,1,39.5,1,0.5,1
8,1,5,19,9.018,16,12,8,8,0.761905,40,1,1,0,0.3125,0,0,3.625,1,0.875,1
18,3,0,10,62.124,149,0,10,6,1.019608,417,0.444444,1,0.6,0.338235,1,2,21.666667,5,1.1111,0
2,2,0,2,3.006,1,0,2,2,2,6,0,0,0.8,0.666667,0,0,2,1,0.5,0
16,2,0,3,24.048,106,1,2,11,0.333333,151,1,1,0.558824,0.5,1,6,8.25,2,1.0625,1
5,2,0,5,10.02,8,0,5,5,0.75,31,0,0,0.636364,0.44,0,0,5,1,0.8,0
5,1,0,2,6.012,0,2,0,4,0.416667,103,1,0,0,0.466667,0,0,19,3,1.4,0
4,2,0,3,17.034,0,1,2,2,0.555556,121,0.333333,0,0.571429,0.45,0,0,28.5,7,2.25,1
3,1,0,3,11.022,3,1,2,2,2,41,0,0,0,0.666667,0,0,12.666667,2,1,0
4,1,0,6,10.02,6,1,5,4,2,34,0,0,0,0.5,0,0,7.5,1,0.75,0
4,1,0,1,7.014,0,1,0,4,0.333333,23,1,0,0,0.625,0,0,4.5,1,0.75,0
