name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
velocity,1.5,org.apache.velocity.runtime.parser.node.SetPropertyExecutor,4,2,0,5.01,21,0,1,4,2,0.333333333,118,1,1,0.571428571,0.541666667,0,0,28.25,2,1,1
velocity,1.5,org.apache.velocity.app.event.ReferenceInsertionEventHandler,1,1,0,5.01,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.util.introspection.SecureUberspector,4,2,0,9.018,16,2,0,9,4,0.666666667,66,0,1,0.7,0.4375,1,1,15.25,1,0.75,1
velocity,1.5,org.apache.velocity.runtime.log.AvalonLogChute,10,1,1,12.024,46,0,1,11,7,0.814814815,357,0.5,1,0,0.422222222,0,0,34.1,2,1.1,1
velocity,1.5,org.apache.velocity.texen.ant.TexenTask,22,3,0,12.024,84,177,0,12,20,0.928571429,565,1,0,0.637931034,0.309090909,1,1,24.13636364,5,1.1364,0
velocity,1.5,org.apache.velocity.runtime.log.PrimordialLogSystem,3,2,0,4.008,7,3,0,4,3,2,18,0,0,0.714285714,0.5,0,0,5,1,0.6667,0
velocity,1.5,org.apache.velocity.util.introspection.UberspectLoggable,2,1,0,4.008,2,1,2,2,2,2,2,0,0,0,0.666666667,0,0,0,1,1,0
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTGTNode,5,2,0,11.022,21,10,4,9,5,2,154,0,0,0.903225806,0.4,1,1,29.8,1,0.6,1
velocity,1.5,org.apache.velocity.app.event.implement.IncludeRelativePath,2,1,0,1.002,10,1,0,1,2,2,42,0,0,0,0.75,0,0,20,4,2,1
velocity,1.5,org.apache.velocity.runtime.log.HoldingLogChute,6,1,1,5.01,17,3,3,2,5,0.4,141,1,0,0,0.388888889,0,0,22.33333333,4,1.3333,1
velocity,1.5,org.apache.velocity.runtime.directive.Foreach,5,2,0,16.032,32,8,0,16,5,0.75,226,1,1,0.636363636,0.44,0,0,43.2,1,0.8,1
velocity,1.5,org.apache.velocity.exception.ExtendedParseException,3,1,0,5.01,3,3,5,0,3,2,3,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTIntegerLiteral,5,2,0,8.016,13,0,4,6,5,0.25,62,1,0,0.903225806,0.433333333,0,0,11.2,1,0.6,1
velocity,1.5,org.apache.velocity.runtime.Runtime,30,1,0,10.02,60,435,0,10,30,2,133,0,0,0,0.133333333,0,0,3.433333333,1,0.9667,1
velocity,1.5,org.apache.velocity.util.introspection.MethodMap,11,1,0,2.004,37,49,1,1,4,0.933333333,680,0.25,0,0,0.233766234,0,0,59.72727273,60,9.7273,1
velocity,1.5,org.apache.velocity.util.introspection.UberspectImpl,8,1,1,25.05,37,2,1,24,8,0.428571429,264,1,2,0,0.392857143,0,0,31.75,1,0.875,1
velocity,1.5,org.apache.velocity.runtime.directive.InputBase,2,2,2,6.012,6,1,2,4,1,2,19,0,0,0.875,0.75,0,0,8.5,2,1,0
velocity,1.5,org.apache.velocity.io.UnicodeInputStream,18,2,0,4.008,36,0,1,3,13,0.79144385,375,0.545454545,5,0.375,0.226890756,1,2,19.22222222,1,0.8333,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTElseStatement,4,2,0,6.012,7,6,4,4,4,2,20,0,0,0.933333333,0.416666667,0,0,4,1,0.5,0
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTTrue,6,2,0,6.012,9,13,4,4,5,0.8,28,1,0,0.903225806,0.4,0,0,3.5,1,0.5,0
velocity,1.5,org.apache.velocity.util.introspection.IntrospectorCacheListener,3,1,0,4.008,3,3,3,1,3,2,3,0,0,0,0.777777778,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.CharStream,12,1,0,3.006,12,66,3,0,12,2,12,0,0,0,0.583333333,0,0,0,1,1,0
velocity,1.5,org.apache.velocity.runtime.parser.Token,3,1,0,24.048,4,3,24,0,3,1.4375,23,0,2,0,0.5,0,0,4,2,1,0
velocity,1.5,org.apache.velocity.app.event.EventHandler,0,1,0,16.032,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0
velocity,1.5,org.apache.velocity.runtime.ParserPool,3,1,0,4.008,3,3,2,2,3,2,3,0,0,0,0.555555556,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.VelocityCharStream,24,1,0,2.004,36,0,1,1,21,0.504347826,991,0.666666667,0,0,0.3125,0,0,39.66666667,7,1.5,1
velocity,1.5,org.apache.velocity.runtime.parser.TemplateParseException,9,4,0,4.008,19,8,1,3,8,0.75,280,1,0,0.75,0.333333333,1,2,29.88888889,10,2.1111,1
velocity,1.5,org.apache.velocity.runtime.RuntimeLogger,4,1,0,8.016,4,6,8,0,4,2,4,0,0,0,1,0,0,0,1,1,0
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTIdentifier,5,2,0,16.032,33,0,4,14,5,0.5,249,1,1,0.903225806,0.466666667,0,0,48.4,1,0.6,1
velocity,1.5,org.apache.velocity.runtime.resource.loader.JarHolder,6,1,0,4.008,33,0,1,3,6,0.4,195,1,1,0,0.5,0,0,30.83333333,2,1.1667,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTObjectArray,4,2,0,8.016,12,6,4,6,4,2,42,0,0,0.933333333,0.416666667,1,1,9.5,1,0.5,1
velocity,1.5,org.apache.velocity.runtime.VelocimacroManager,14,1,0,5.01,26,43,2,4,7,0.703296703,300,1,1,0,0.346153846,0,0,19.92857143,5,2.2143,1
velocity,1.5,org.apache.velocity.app.event.IncludeEventHandler,1,1,0,6.012,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.RuntimeServices,33,1,0,64.128,33,528,56,14,33,2,33,0,0,0,0.222222222,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.resource.ContentResource,2,2,0,10.02,14,1,6,5,2,2,81,0,0,0.941176471,1,1,1,39.5,1,0.5,1
velocity,1.5,org.apache.velocity.runtime.directive.Directive,8,1,5,19.038,9,16,12,8,8,0.761904762,40,1,1,0,0.3125,0,0,3.625,1,0.875,1
velocity,1.5,org.apache.velocity.servlet.VelocityServlet,18,3,0,10.02,62,149,0,10,6,1.019607843,417,0.444444444,1,0.6,0.338235294,1,2,21.66666667,5,1.1111,0
velocity,1.5,org.apache.velocity.runtime.log.NullLogSystem,2,2,0,2.004,3,1,0,2,2,2,6,0,0,0.8,0.666666667,0,0,2,1,0.5,0
velocity,1.5,org.apache.velocity.runtime.log.LogDisplayWrapper,16,2,0,3.006,24,106,1,2,11,0.333333333,151,1,1,0.558823529,0.5,1,6,8.25,2,1.0625,1
velocity,1.5,org.apache.velocity.runtime.directive.Literal,5,2,0,5.01,10,8,0,5,5,0.75,31,0,0,0.636363636,0.44,0,0,5,1,0.8,0
velocity,1.5,org.apache.velocity.util.SimplePool,5,1,0,2.004,6,0,2,0,4,0.416666667,103,1,0,0,0.466666667,0,0,19,3,1.4,0
velocity,1.5,org.apache.velocity.runtime.parser.node.MapSetExecutor,4,2,0,3.006,17,0,1,2,2,0.555555556,121,0.333333333,0,0.571428571,0.45,0,0,28.5,7,2.25,1
velocity,1.5,org.apache.velocity.anakia.TreeWalker,3,1,0,3.006,11,3,1,2,2,2,41,0,0,0,0.666666667,0,0,12.66666667,2,1,0
velocity,1.5,org.apache.velocity.anakia.XPathTool,4,1,0,6.012,10,6,1,5,4,2,34,0,0,0,0.5,0,0,7.5,1,0.75,0
velocity,1.5,org.apache.velocity.util.EnumerationIterator,4,1,0,1.002,7,0,1,0,4,0.333333333,23,1,0,0,0.625,0,0,4.5,1,0.75,0
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTSubtractNode,4,2,0,11.022,20,6,4,9,4,2,138,0,0,0.933333333,0.416666667,1,1,33.5,1,0.5,1
velocity,1.5,org.apache.velocity.runtime.resource.loader.ResourceLoader,12,1,6,16.032,28,40,12,5,11,0.848484848,159,0.833333333,2,0,0.238095238,0,0,11.75,2,1,1
velocity,1.5,org.apache.velocity.util.introspection.Info,6,1,1,16.032,12,9,16,0,5,0.6,53,1,0,0,0.444444444,0,0,7.333333333,1,0.6667,1
velocity,1.5,org.apache.velocity.context.InternalContextBase,13,1,1,7.014,23,34,2,5,12,0.847222222,106,1,2,0,0.21978022,0,0,6.692307692,2,1,1
velocity,1.5,org.apache.velocity.runtime.visitor.BaseVisitor,44,1,2,45.09,86,946,2,43,44,1,344,1,1,0,0.064646465,0,0,6.772727273,1,0.9773,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTReference,14,2,0,22.044,66,27,8,16,13,0.764423077,998,1,1,0.7,0.253968254,1,2,69.14285714,18,2.2143,1
velocity,1.5,org.apache.velocity.runtime.directive.MacroParseException,6,4,0,5.01,14,0,2,3,5,0.9,256,1,0,0.75,0.375,1,3,41.33333333,10,3.1667,1
velocity,1.5,org.apache.velocity.app.event.MethodExceptionEventHandler,1,1,0,5.01,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.GetExecutor,4,2,0,6.012,16,0,1,5,3,0.166666667,86,1,1,0.666666667,0.5,0,0,20,1,0.5,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTOrNode,5,2,0,8.016,11,10,4,6,5,2,52,0,0,0.903225806,0.4,1,1,9.4,1,0.6,0
velocity,1.5,org.apache.velocity.runtime.resource.util.StringResource,7,1,0,3.006,9,11,3,0,7,0.611111111,43,1,0,0,0.523809524,0,0,4.714285714,1,0.8571,1
velocity,1.5,org.apache.velocity.runtime.log.NullLogChute,5,1,1,3.006,6,10,1,2,5,2,13,0,0,0,0.48,0,0,1.6,1,0.8,1
velocity,1.5,org.apache.velocity.exception.ResourceNotFoundException,3,5,0,35.07,6,3,34,1,3,1.5,17,1,0,1,0.777777778,0,0,4.333333333,0,0,1
velocity,1.5,org.apache.velocity.context.InternalContextAdapterImpl,21,1,0,12.024,40,52,4,8,21,0.683333333,161,0,3,0,0.214285714,0,0,6.523809524,2,1.0476,1
velocity,1.5,org.apache.velocity.app.event.implement.EscapeReference,6,1,4,12.024,18,7,4,8,3,0.666666667,99,1,1,0,0.416666667,0,0,15,4,1.8333,1
velocity,1.5,org.apache.velocity.runtime.directive.DirectiveConstants,0,1,0,1.002,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0
velocity,1.5,org.apache.velocity.runtime.resource.ResourceManagerImpl,9,1,0,15.03,78,0,0,15,5,0.738636364,603,0.727272727,3,0,0.422222222,0,0,64.77777778,8,1.8889,1
velocity,1.5,org.apache.velocity.runtime.parser.ParseException,5,3,2,16.032,18,0,15,1,4,0.666666667,388,0.5,1,0.866666667,0.4,1,1,75.4,14,4.8,0
velocity,1.5,org.apache.velocity.runtime.parser.node.AbstractExecutor,5,1,3,6.012,6,0,5,1,4,0.625,30,1,1,0,0.466666667,0,0,4.6,2,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.PutExecutor,3,2,0,4.008,14,0,1,3,2,0.25,108,1,1,0.666666667,0.611111111,0,0,34.33333333,2,1,1
velocity,1.5,org.apache.velocity.runtime.resource.ResourceFactory,2,1,0,4.008,5,1,1,3,2,2,20,0,0,0,0.5,0,0,9,4,2,0
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTParameters,3,2,0,3.006,6,3,0,3,3,2,17,0,0,0.965517241,0.533333333,0,0,4.666666667,1,0.3333,0
velocity,1.5,org.apache.velocity.app.Velocity,25,1,0,18.036,65,300,1,17,25,2,351,0,0,0,0.16,0,0,13.04,8,1.28,1
velocity,1.5,org.apache.velocity.runtime.resource.loader.URLResourceLoader,5,2,0,6.012,29,0,0,6,5,0.25,261,1,0,0.733333333,0.45,0,0,50.8,3,1.6,1
velocity,1.5,org.apache.velocity.runtime.RuntimeSingleton,39,1,0,18.036,76,0,3,15,38,0.026315789,200,1,1,0,0.111111111,0,0,4.102564103,1,0.9487,1
velocity,1.5,org.apache.velocity.context.InternalWrapperContext,3,1,0,2.004,3,3,1,2,3,2,3,0,0,0,0.555555556,0,0,0,1,1,0
velocity,1.5,org.apache.velocity.util.introspection.IntrospectionCacheData,1,1,0,7.014,2,0,7,0,1,2,6,0,0,0,1,0,0,3,0,0,0
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTComment,6,2,0,9.018,15,11,3,8,5,0.8,73,1,0,0.903225806,0.4,0,0,10.83333333,4,1,0
velocity,1.6.1,org.apache.velocity.runtime.resource.loader.StringResourceLoader,14,2,0,11.022,52,43,0,11,12,0.955128205,467,0.166666667,1,0.5,0.276923077,2,3,31.5,12,2.2143,1
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTMulNode,3,3,0,7.014,6,3,4,4,3,2,16,0,0,0.972222222,0.533333333,1,1,4.333333333,1,0.3333,0
velocity,1.6.1,org.apache.velocity.texen.Generator,25,1,0,7.014,78,194,2,5,17,0.878787879,530,0.727272727,3,0,0.261904762,0,0,19.76,3,1.04,0
velocity,1.6.1,org.apache.velocity.servlet.VelocityServlet,18,3,0,10.02,62,149,0,10,6,1.019607843,417,0.444444444,1,0.6,0.338235294,1,2,21.66666667,5,1.1111,0
velocity,1.6.1,org.apache.velocity.runtime.log.LogDisplayWrapper,16,2,0,3.006,24,106,1,2,11,0.333333333,151,1,1,0.605263158,0.5,1,6,8.25,2,1.0625,0
velocity,1.6.1,org.apache.velocity.context.EvaluateContext,11,2,0,7.014,39,7,1,6,9,0.666666667,245,0,1,0.72972973,0.333333333,0,0,21,5,1.9091,1
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTStringLiteral,8,2,0,14.028,43,8,4,12,8,0.628571429,376,1,1,0.833333333,0.265625,1,2,45.375,5,1.875,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTWord,3,2,0,5.01,6,3,4,3,3,2,17,0,0,0.967741935,0.533333333,0,0,4.666666667,1,0.3333,0
velocity,1.6.1,org.apache.velocity.util.introspection.IntrospectorCacheImpl,4,1,0,4.008,17,0,1,3,4,0.333333333,120,0.75,1,0,0.583333333,0,0,28,4,1.5,0
velocity,1.6.1,org.apache.velocity.app.event.implement.EscapeJavaScriptReference,3,2,0,2.004,6,3,0,2,1,2,12,0,0,0.714285714,0.666666667,1,2,3,1,0.6667,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTDirective,8,2,0,18.036,41,0,5,15,8,0.642857143,218,1,1,0.833333333,0.28125,1,1,25.75,1,0.75,1
velocity,1.6.1,org.apache.velocity.app.event.EventHandlerUtil,12,1,0,21.042,35,66,6,15,9,2,337,0,0,0,0.295454545,0,0,27.08333333,7,2,0
velocity,1.6.1,org.apache.velocity.context.AbstractContext,13,2,1,5.01,18,58,1,4,13,0.666666667,103,1,1,0.633333333,0.461538462,0,0,6.846153846,4,1.4615,0
velocity,1.6.1,org.apache.velocity.runtime.parser.TokenMgrError,6,3,0,2.004,19,15,2,0,4,1.12,184,0,0,0.8125,0.5,1,1,28.83333333,14,2.8333,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.MapGetExecutor,4,2,0,4.008,18,0,1,3,2,0.555555556,116,0.333333333,0,0.571428571,0.45,0,0,27.25,6,2,1
velocity,1.6.1,org.apache.velocity.anakia.NodeList,37,1,0,16.032,92,0,3,13,34,0.5,438,1,1,0,0.177777778,1,1,10.78378378,12,1.1351,0
velocity,1.6.1,org.apache.velocity.runtime.log.Log4JLogChute,9,1,1,12.024,51,0,1,11,6,0.714285714,316,0.571428571,1,0,0.377777778,0,0,33.33333333,3,1.6667,1
velocity,1.6.1,org.apache.velocity.util.TemplateNumber,1,1,0,7.014,1,0,7,0,1,2,1,0,0,0,1,0,0,0,1,1,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTGENode,5,2,0,11.022,18,10,4,9,5,2,129,0,0,0.909090909,0.4,1,1,24.8,1,0.6,1
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTNENode,6,2,0,11.022,24,15,4,9,5,2,207,0,0,0.882352941,0.333333333,2,2,33.5,2,0.8333,0
velocity,1.6.1,org.apache.velocity.runtime.parser.Parser,153,1,0,68.136,250,8092,49,61,50,0.743421053,8270,0.807692308,10,0,0.145559211,0,0,52.88235294,12,2.6275,1
velocity,1.6.1,org.apache.velocity.runtime.log.SystemLogChute,12,1,0,3.006,19,42,1,2,9,0.818181818,159,0.5,0,0,0.361111111,0,0,11.91666667,5,1.6667,1
velocity,1.6.1,org.apache.velocity.runtime.parser.TemplateParseException,9,4,0,5.01,19,8,1,4,8,0.75,263,1,0,0.75,0.333333333,1,2,28,10,2,0
velocity,1.6.1,org.apache.velocity.runtime.directive.Break,5,2,0,9.018,8,10,0,9,5,2,22,0,0,0.692307692,0.44,0,0,3.4,1,0.8,1
velocity,1.6.1,org.apache.velocity.exception.VelocityException,4,4,6,38.076,7,0,37,1,4,0.666666667,35,1,0,0.928571429,0.666666667,0,0,7.25,1,0.25,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTEscapedDirective,4,2,0,7.014,10,6,4,5,4,2,28,0,0,0.9375,0.392857143,0,0,6,1,0.5,1
velocity,1.6.1,org.apache.velocity.runtime.parser.ParserTokenManager,89,1,0,5.01,123,492,1,4,10,0.80815508,13175,0.382352941,1,0,0.339015152,0,0,146.6516854,209,13.4831,1
velocity,1.6.1,org.apache.velocity.runtime.log.LogChuteSystem,5,1,0,6.012,9,0,2,4,4,0.25,37,1,1,0,0.433333333,0,0,6.2,1,0.8,1
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTDivNode,3,3,0,9.018,14,3,4,6,3,2,48,0,0,0.972222222,0.533333333,2,2,15,3,1,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTMethod,7,2,0,21.042,44,0,5,18,6,0.5,427,1,1,0.857142857,0.387755102,1,2,59.42857143,2,0.8571,1
velocity,1.6.1,org.apache.velocity.util.introspection.AbstractChainableUberspector,7,2,1,8.016,13,0,1,7,7,0.166666667,71,1,1,0.571428571,0.476190476,0,0,9,1,0.8571,1
velocity,1.6.1,org.apache.velocity.io.VelocityWriter,19,2,0,1.002,29,61,1,0,14,0.709876543,342,0.666666667,0,0.464285714,0.305555556,1,2,16.52631579,2,0.8421,0
velocity,1.6.1,org.apache.velocity.runtime.resource.loader.ResourceLoaderFactory,2,1,0,6.012,13,1,1,5,2,2,53,0,0,0,0.5,0,0,25.5,1,0.5,1
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTprocess,3,2,0,5.01,6,3,4,3,3,2,17,0,0,0.967741935,0.533333333,0,0,4.666666667,1,0.3333,0
velocity,1.6.1,org.apache.velocity.runtime.resource.loader.FileResourceLoader,9,2,0,9.018,55,2,0,9,6,0.583333333,476,1,0,0.6,0.377777778,2,2,51.55555556,9,3.1111,1
velocity,1.6.1,org.apache.velocity.runtime.resource.ResourceCache,5,1,0,4.008,5,10,2,2,5,2,5,0,0,0,0.5,0,0,0,1,1,0
velocity,1.6.1,org.apache.velocity.runtime.visitor.NodeViewMode,43,2,0,44.088,52,897,0,44,41,0.011904762,340,1,0,0.505882353,0.06760411,0,0,6.860465116,4,1.0698,1
velocity,1.6.1,org.apache.velocity.util.RuntimeServicesAware,1,1,0,8.016,1,0,7,1,1,2,1,0,0,0,1,0,0,0,1,1,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTIntegerRange,4,2,0,9.018,19,6,4,7,4,2,133,0,0,0.9375,0.416666667,1,1,32.25,1,0.5,0
velocity,1.6.1,org.apache.velocity.runtime.parser.ParseException,5,3,2,16.032,18,0,15,1,4,0.666666667,388,0.5,1,0.866666667,0.4,1,1,75.4,14,4.8,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.AbstractExecutor,5,1,3,6.012,6,0,5,1,4,0.625,30,1,1,0,0.466666667,0,0,4.6,2,1,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.PutExecutor,3,2,0,5.01,15,0,1,4,2,0.25,116,1,1,0.666666667,0.611111111,0,0,37,2,1,0
velocity,1.6.1,org.apache.velocity.context.ProxyVMContext,10,2,0,9.018,46,0,1,8,8,0.555555556,296,0.5,1,0.75,0.385714286,0,0,28.2,9,2.6,1
velocity,1.6.1,org.apache.velocity.runtime.log.RuntimeLoggerLog,20,2,0,8.016,27,118,5,3,17,0.473684211,129,1,1,0.547619048,0.316666667,1,3,5.4,1,0.95,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTEQNode,6,2,0,11.022,24,15,4,9,5,2,197,0,0,0.882352941,0.333333333,2,2,31.83333333,2,0.8333,0
velocity,1.6.1,org.apache.velocity.runtime.log.ServletLogChute,9,1,0,2.004,27,18,0,2,7,0.825,236,0.4,0,0,0.4,0,0,24.66666667,5,1.8889,1
velocity,1.6.1,org.apache.velocity.app.VelocityEngine,28,1,0,12.024,60,0,3,9,28,0,278,1,1,0,0.25,0,0,8.892857143,2,0.9286,1
velocity,1.6.1,org.apache.velocity.runtime.log.JdkLogChute,6,1,0,2.004,20,3,0,2,5,0.95,110,0.25,0,0,0.466666667,0,0,16.66666667,3,1.5,0
velocity,1.6.1,org.apache.velocity.util.introspection.IntrospectorBase,3,1,1,6.012,9,1,1,5,1,0.5,52,1,2,0,0.466666667,0,0,15.66666667,1,0.6667,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTIfStatement,5,2,0,11.022,12,10,5,8,5,2,62,0,0,0.909090909,0.4,1,2,11.4,1,0.6,0
velocity,1.6.1,org.apache.velocity.runtime.log.CommonsLogLogChute,5,1,0,4.008,26,0,0,4,5,0.916666667,121,0.333333333,0,0,0.48,0,0,22.6,2,1.4,1
velocity,1.6.1,org.apache.velocity.exception.MethodInvocationException,8,5,0,46.092,14,6,43,3,8,0.80952381,79,1,0,0.666666667,0.375,1,1,8.125,1,0.875,0
velocity,1.6.1,org.apache.velocity.app.event.NullSetEventHandler,1,1,0,4.008,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
velocity,1.6.1,org.apache.velocity.runtime.log.Log,25,1,2,80.16,46,298,76,5,21,0.166666667,198,1,1,0,0.213333333,0,0,6.88,3,1.04,0
velocity,1.6.1,org.apache.velocity.util.introspection.ClassMap,6,1,0,7.014,27,5,4,4,3,1.076923077,151,0.307692308,2,0,0.333333333,0,0,22,5,2.1667,1
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTStop,4,2,0,9.018,8,6,4,7,4,2,23,0,0,0.9375,0.392857143,0,0,4.75,1,0.5,1
velocity,1.6.1,org.apache.velocity.util.StringUtils,24,1,0,11.022,74,274,11,0,23,0.956521739,731,1,0,0,0.168478261,0,0,29.41666667,8,2.5833,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTBlock,4,2,0,10.02,10,6,4,8,4,2,37,0,0,0.9375,0.392857143,1,1,8.25,1,0.5,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTElseIfStatement,5,2,0,10.02,11,10,4,8,5,2,32,0,0,0.909090909,0.371428571,1,2,5.4,1,0.6,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.NodeUtils,5,1,0,6.012,19,10,2,4,5,2,247,0,0,0,0.3,0,0,48.4,12,4.2,0
velocity,1.6.1,org.apache.velocity.anakia.Escape,3,1,0,1.002,10,1,1,0,2,0.5,84,0,0,0,0.5,0,0,26.66666667,10,3.3333,0
velocity,1.6.1,org.apache.velocity.runtime.VelocimacroFactory,15,1,0,18.036,63,9,1,17,8,0.603174603,830,1,3,0,0.333333333,0,0,53.73333333,12,3.6,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTAddNode,4,3,0,8.016,11,6,4,5,3,2,46,0,0,0.945945946,0.458333333,2,3,10.5,5,1.5,0
velocity,1.6.1,org.apache.velocity.runtime.directive.Macro,9,2,0,12.024,29,34,2,10,7,0.75,199,1,0,0.5625,0.263888889,0,0,21,5,1.4444,1
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ParserVisitor,41,1,0,48.096,41,820,43,41,41,2,41,0,0,0,0.069767442,0,0,0,1,1,1
velocity,1.6.1,org.apache.velocity.app.FieldMethodizer,7,1,0,1.002,26,1,0,1,6,0,149,1,0,0,0.464285714,0,0,20.14285714,4,1,0
velocity,1.6.1,org.apache.velocity.exception.MathException,1,5,0,4.008,2,0,3,1,1,2,5,0,0,1,1,0,0,4,0,0,0
velocity,1.6.1,org.apache.velocity.util.introspection.SecureIntrospectorImpl,4,3,0,4.008,21,4,1,3,3,0.555555556,206,0.333333333,0,0.5,0.458333333,1,1,49,21,5.75,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTFalse,6,2,0,6.012,9,13,4,4,5,0.8,28,1,0,0.909090909,0.4,0,0,3.5,1,0.5,0
velocity,1.6.1,org.apache.velocity.runtime.resource.util.StringResourceRepository,6,1,0,3.006,6,15,2,1,6,2,6,0,0,0,0.916666667,0,0,0,1,1,0
velocity,1.6.1,org.apache.velocity.runtime.resource.loader.JarResourceLoader,8,2,0,9.018,39,8,0,9,5,0.5,288,1,0,0.631578947,0.375,1,1,34.75,7,2.25,0
velocity,1.6.1,org.apache.velocity.texen.util.FileUtil,4,1,0,0,12,6,0,0,4,2,50,0,0,0,0.5,0,0,11.5,2,1,0
velocity,1.6.1,org.apache.velocity.app.event.implement.EscapeSqlReference,3,2,0,2.004,6,3,0,2,1,2,12,0,0,0.714285714,0.666666667,1,2,3,1,0.6667,0
velocity,1.6.1,org.apache.velocity.runtime.log.SimpleLog4JLogSystem,6,1,0,8.016,30,0,0,8,4,0.333333333,163,1,1,0,0.416666667,0,0,25.66666667,2,1.3333,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.SimpleNode,32,1,39,65.13,56,418,54,14,31,0.913978495,405,0.916666667,7,0,0.175,1,1,11.28125,4,1.3438,1
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTReference,15,2,0,28.056,83,25,7,23,13,0.735294118,1221,0.941176471,1,0.697674419,0.251851852,1,2,79.26666667,18,2.2,1
velocity,1.6.1,org.apache.velocity.runtime.directive.MacroParseException,6,4,0,6.012,14,0,2,4,5,0.9,239,1,0,0.75,0.375,1,3,38.5,10,3,1
velocity,1.6.1,org.apache.velocity.app.event.MethodExceptionEventHandler,1,1,0,5.01,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.GetExecutor,4,2,0,7.014,17,0,1,6,3,0.166666667,94,1,1,0.666666667,0.5,0,0,22,1,0.5,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.ASTOrNode,5,2,0,9.018,10,10,5,6,5,2,53,0,0,0.909090909,0.4,1,1,9.6,1,0.6,0
velocity,1.6.1,org.apache.velocity.runtime.resource.util.StringResource,7,1,0,3.006,9,11,3,0,7,0.611111111,43,1,0,0,0.523809524,0,0,4.714285714,1,0.8571,0
velocity,1.6.1,org.apache.velocity.runtime.log.NullLogChute,5,1,1,3.006,6,10,1,2,5,2,13,0,0,0,0.48,0,0,1.6,1,0.8,1
velocity,1.6.1,org.apache.velocity.runtime.directive.Evaluate,5,2,0,14.028,31,10,0,14,5,2,239,0,0,0.692307692,0.44,0,0,46.8,1,0.8,1
velocity,1.6.1,org.apache.velocity.runtime.log.Log4JLogSystem,2,2,0,2.004,4,1,0,2,2,2,10,0,0,0.888888889,0.666666667,0,0,4,1,0.5,0
velocity,1.6.1,org.apache.velocity.runtime.parser.node.MathUtils,16,1,0,11.022,52,112,11,0,12,0.826666667,854,0.533333333,0,0,0.226666667,0,0,51.4375,18,4.5625,0
